relative_time,AccX,AccY,AccZ,LinearAccelerometerSensor
1908,,,,1.5246308958786066
1928,,,,2.163464405025311
1964,,,,2.157874117668275
1965,3.5242648124694824,7.287950038909912,4.405331134796143,
1970,,,,2.498177913423197
1988,,,,1.4485835819589072
2009,,,,1.0003264013705075
2028,3.514688014984131,9.548076629638672,0.4118026793003082,3.008185346209312
2057,,,,3.424216666755156
2068,,,,2.127395625888107
2100,,,,2.398380142172205
2101,0.9768342971801758,9.624691009521484,2.518700122833252,
2108,,,,1.2091105307481615
2128,,,,6.223841744026554
2148,,,,6.924573798439805
2165,,,0.019153613597154617,
2166,10.304644584655762,14.815320014953613,,
2168,,,,5.8293655343406785
2192,,,,5.980253787572023
2209,,,,7.819036572127014
2230,1.1013327836990356,7.690176010131836,-1.015141487121582,2.425918845483716
2250,,,,2.224137119608152
2270,,,,2.477747973399199
2292,-0.4884171485900879,8.638279914855957,-1.3407529592514038,2.9594241177471696
2313,,,,4.987649159125117
2328,,,,3.7153597211664464
2347,,,,2.6246415756391825
2357,2.7772738933563232,9.835380554199219,3.3039982318878174,
2368,,,,3.4438610522854622
2398,,,,4.459465572343615
2407,,,,5.181354605397607
2424,0.4596867263317108,10.96544361114502,-2.499546527862549,
2427,,,,2.9571713775933786
2447,,,,1.268227667941462
2468,,,,2.758011073238946
2488,,,,2.1858278695592195
2489,1.0438719987869263,9.481039047241211,-2.126051187515259,
2530,,,,2.9016322705287836
2548,,,,1.0467030398210166
2555,3.141192674636841,,0.23942017555236816,
2556,,9.787496566772461,,
2569,,,,1.739168776343467
2596,,,,2.01590011256882
2617,,,,1.2636731485304393
2622,2.365471363067627,9.509769439697266,0.009576806798577309,
2628,,,,0.16110354070945943
2649,,,,0.9992912284089708
2672,,,,1.104366224477516
2696,1.647210717201233,9.165003776550293,0.0,0.5672888883237109
2708,,,,0.6746812809723345
2728,,,,0.789940600395381
2747,,,,0.6057662233107998
2769,2.4612393379211426,,-0.14365209639072418,
2770,,9.375694274902344,,0.2843793449489122
2792,,,,0.29940617819083365
2813,,,,1.2232433043171345
2822,1.6280571222305298,9.500192642211914,0.047884032130241394,
2827,,,,0.40949595753743645
2848,,,,0.38884849944107813
2870,,,,0.6409614423858155
2905,2.3942017555236816,9.232041358947754,-0.5363011956214905,0.6520493808312523
2908,,,,0.6997583108281016
2928,,,,4.840043748074636
2948,,,,3.479590856463062
2970,3.5913026332855225,8.858546257019043,1.8579005002975464,
2971,,,,3.2387806837423883
2988,,,,7.6527208563442946
3007,,,,3.753003252962625
3034,2.183511972427368,8.686163902282715,-2.078166961669922,1.5558670400037542
3048,,,,2.8218961797280597
3071,,,,1.1714582592329101
3085,-1.9823989868164062,8.65743350982666,-2.8634653091430664,
3088,,,,4.583567642233789
3108,,,,3.405408142768712
3133,,,,3.227007301835345
3148,,,,3.045011762524265
3157,3.773261785507202,11.530475616455078,-0.07661445438861847,
3172,,,,2.3438974969864605
3188,,,,1.957513624121949
3207,,,,1.1694575488478105
3228,1.216254472732544,9.193734169006348,-1.1779472827911377,1.5705521433911303
3248,,,,1.4900381376518872
3281,2.097320795059204,8.925583839416504,-0.45010992884635925,1.0898517348567818
3289,,,,0.8470332937351405
3311,,,,1.8570170477812318
3332,,,,6.610802462485023
3347,1.455674648284912,3.399766445159912,-2.63362193107605,
3351,,,,6.191539332165936
3369,,,,5.113641386703953
3389,,,,3.383056631815711
3410,,,,1.4509107886243837
3414,0.8906430602073669,9.500192642211914,-3.5625722408294678,
3428,,,,4.109599408306475
3450,,,,11.034620423938044
3467,,,,10.985119898840182
3479,3.648763418197632,10.994174003601074,-0.7374141216278076,
3488,,,,3.2400042065251675
3508,,,,2.484103205946357
3527,,,,0.9065332956485298
3545,0.545877993106842,8.695740699768066,-2.030282974243164,
3550,,,,1.803407355403464
3568,,,,1.0481246777183115
3588,,,,1.0845322332802303
3608,,,,0.4404553661769146
3611,2.126051187515259,9.653421401977539,-1.216254472732544,
3634,,,,0.4010242565719118
3651,,,,0.8149991480700013
3668,,,,1.006190332574718
3677,1.8387469053268433,9.078812599182129,-0.9002198576927185,
3688,,,,0.6199453040576994
3707,,,,0.7362715398360985
3740,,,,0.5183551354080375
3743,1.800439715385437,9.394847869873047,-1.455674648284912,
3753,,,,0.3486067711429964
3768,,,,0.4519545796600908
3791,,,,0.6174403288423415
3807,,,,0.8199637625409678
3809,1.3024457693099976,9.404424667358398,-1.0534487962722778,
3831,,,,0.9175681356030017
3848,,,,0.6806344637462429
3879,1.4652514457702637,9.241618156433105,-1.4460978507995605,0.5367153317538359
3888,,,,0.5802936603074285
3913,,,,0.5546692052698653
3928,,,,0.36978778926625416
3946,1.944091796875,9.346963882446289,-1.4269442558288574,
3949,,,,0.2254946965907103
3969,,,,0.21910661341652843
3989,,,,0.3586653045870102
4007,1.9057846069335938,,-1.599326729774475,
4008,,9.251194953918457,,
4009,,,,0.26442426076037157
4044,,,,0.1827295844831102
4047,,,,0.21311532857211352
4079,,,,0.35483712892725605
4080,1.9345149993896484,9.126696586608887,-1.8483237028121948,
4088,,,,0.5944094258636655
4109,,,,0.6575005514265874
4133,,,,0.5439095887758636
4139,2.030282974243164,9.251194953918457,-1.7142484188079834,
4174,,,,0.22463367164889844
4175,,,,0.254906985718747
4188,,,,0.22090198200326602
4205,1.9823989868164062,9.346963882446289,-1.723825216293335,
4207,,,,0.10132605282172773
4239,,,,0.37672785219123756
4247,,,,0.17656332454657656
4268,,,,0.1939734235906969
4271,1.9728221893310547,9.318233489990234,-1.7908629179000854,
4288,,,,0.32007662299085193
4308,,,,0.28456802314879454
4328,,,,0.326509632047383
4337,,,-1.4652514457702637,
4338,1.7046716213226318,9.615114212036133,,
4356,,,,0.3648039173216532
4372,,,,0.2501163807822734
4387,,,,0.6201926598465431
4403,1.2258312702178955,9.433155059814453,-2.1739351749420166,
4408,,,,0.6994140394903764
4428,,,,0.6345901951092214
4468,,,,0.4990852153483777
4469,1.580173134803772,9.308655738830566,-1.6759412288665771,
4488,,,,0.8062996501568435
4508,,,,1.5665904861893767
4538,0.8044517636299133,8.935160636901855,-0.8619126081466675,1.6303278073862149
4554,,,,1.1291132014568344
4569,,,,0.7857193706707084
4600,,,,0.5139245981691303
4601,1.6950948238372803,9.117119789123535,-1.8962076902389526,
4616,,,,0.445875314120478
4627,,,,0.5961972547989393
4648,,,,0.42399542886028835
4668,1.522712230682373,9.318233489990234,-1.7046716213226318,0.455837794481981
4688,,,,0.5417273071775105
4708,,,,0.5084784029760062
4749,2.049436569213867,9.069235801696777,-2.0877439975738525,0.42761544093866655
4775,,,,0.6136247438316409
4787,,,,0.8189408596726554
4808,,,-2.6240451335906982,
4809,2.298433542251587,9.002198219299316,,0.5430345015199342
4837,,,,0.6729218954192193
4857,,,,0.684341544809825
4866,1.7334020137786865,9.117119789123535,-1.9536685943603516,
4868,,,,0.36024059871872466
4892,,,,0.26212114742578607
4912,,,,0.6132210866003636
4928,,,,0.9275519583201827
4931,1.1683704853057861,9.069235801696777,-1.5610195398330688,
4947,,,,0.8171996135798515
4968,,,,0.575152565577198
4988,,,,0.4124920410775601
4999,1.6663644313812256,9.08838939666748,-2.183511972427368,
5017,,,,0.4835967918879618
5031,,,,0.5063440659339624
5048,,,,0.47406731564735716
5069,1.436521053314209,9.174580574035645,-2.078166961669922,0.4317897349209514
5088,,,,0.44701356740177506
5118,,,,0.5185075584015211
5129,1.4844050407409668,9.011775016784668,-2.011129379272461,0.5071585038523054
5148,,,,0.5371220257743108
5168,,,,0.28074335452848737
5191,,,,0.20363019511642536
5195,1.5322890281677246,9.308655738830566,-2.2218191623687744,
5208,,,,0.5457090482615603
5244,,,,0.7580278228343865
5248,,,,0.6334624308425767
5274,1.742978811264038,9.08838939666748,-1.8483237028121948,0.44806165529464936
5292,,,,0.20682121815236582
5308,,,,0.5019136999655766
5327,1.8962076902389526,9.059659004211426,-2.7293899059295654,
5328,,,,0.7256840142854722
5348,,,,0.5479870524965229
5368,,,,0.37789191320932003
5388,,,,0.6164730862546058
5393,1.800439715385437,9.241618156433105,-1.50355863571167,
5407,,,,0.3481351789633454
5432,,,,0.15170793634254642
5451,,,,0.38472712755040717
5459,1.2449848651885986,9.624691009521484,-2.0685901641845703,
5472,,,,0.49075795516408227
5489,,,,0.6404301649477506
5516,,,,0.8717876117076397
5526,2.2409727573394775,9.2033109664917,-1.9153614044189453,
5528,,,,0.5614392822893006
5548,,,,0.32621784228934847
5569,,,,0.2169877749731771
5598,1.8387469053268433,,-1.9153614044189453,0.5598339371881903
5599,,9.011775016784668,,
5608,,,,0.5447255536354217
5631,,,,0.46352417159193965
5651,,,,0.5491067308165171
5657,1.158793568611145,9.41400146484375,-1.5705963373184204,
5667,,,,0.4891963013987567
5693,,,,0.5541357600645129
5713,,,,0.7574382526423239
5723,1.1109095811843872,9.241618156433105,-1.5610195398330688,
5730,,,,0.5126613060708591
5750,,,,0.3227363847140382
5767,,,,0.35651658273198694
5798,1.4939818382263184,9.27034854888916,-1.9153614044189453,0.29271830980714353
5809,,,,0.29018630840131626
5828,,,,0.6237947764407591
5849,,,,0.5953391542249797
5857,1.0342950820922852,9.442731857299805,-1.5610195398330688,
5873,,,,0.5775550920044181
5888,,,,0.5004897996832911
5909,,,,0.5945671130879284
5922,1.2641384601593018,9.069235801696777,-1.9057846069335938,
5928,,,,0.5349656482613077
5948,,,,0.5670586084875386
5975,,,,0.5780732415201776
6006,,,-1.9057846069335938,
6007,1.5705963373184204,9.260771751403809,,
6008,,,,0.2608727688933865
6030,,,,0.45484895625225846
6048,,,,0.7301046514616083
6053,,,-2.537853717803955,
6054,2.164358377456665,9.050082206726074,,
6069,,,,0.8038827520111488
6091,,,,0.6026405978475917
6110,,,,0.5061012485157103
6121,1.2545616626739502,9.117119789123535,-1.9057846069335938,
6129,,,,0.6814965038363814
6148,,,,0.7293550702063221
6168,,,,0.3876782084422726
6197,1.3886369466781616,9.107542991638184,-2.1164743900299072,0.4520342952600641
6207,,,,0.5290766183824882
6228,,,,0.5076504668907018
6248,,,,0.45960041665738094
6262,1.2832920551300049,9.184157371520996,-2.126051187515259,
6269,,,,0.5106997061981617
6287,,,,0.5595999505147987
6307,,,,0.338810292065591
6328,1.50355863571167,9.136273384094238,-2.0685901641845703,0.49528396776974715
6347,,,,0.5463760279478005
6389,,,,0.48463276188154186
6390,1.4748282432556152,9.097966194152832,-2.183511972427368,0.3841595984337585
6408,,,,0.42358102934848213
6428,,,,0.17292570689901898
6448,,,,0.506225865577637
6461,,,-2.3558945655822754,
6462,2.212242364883423,9.14585018157959,,
6468,,,,1.0819441557168201
6494,,,,0.9760450289141468
6508,,,,0.7064706677059696
6515,,,-1.8291701078414917,
6516,2.3271639347076416,9.241618156433105,,
6545,,,,0.4271532753529582
6550,,,,0.4674034965328446
6568,,,,0.8877790388483738
6583,,,-2.7006595134735107,
6584,1.4077905416488647,8.609549522399902,,
6588,,,,1.3750736476941687
6608,,,,1.5835607599586943
6628,,,,1.896570928545137
6663,-0.43095630407333374,10.007762908935547,-0.9481038451194763,2.0748730218481355
6670,,,,1.9013274374295737
6705,,,,0.6210228981535638
6708,,,,0.42817945273280145
6721,1.9919757843017578,9.2033109664917,-1.7621324062347412,
6728,,,,1.0582964152307397
6755,,,,1.3390639457561295
6773,,,,1.1353982813101966
6779,2.126051187515259,8.96389102935791,-1.6184803247451782,
6788,,,,0.6792224301417736
6807,,,,0.7019887856758762
6828,,,,0.789632610169032
6846,0.8810662031173706,9.327810287475586,-1.4844050407409668,
6851,,,,0.7116959686485648
6868,,,,0.463385160864211
6888,,,,0.23569704554338333
6913,1.3694833517074585,9.27034854888916,-1.8483237028121948,0.28270840019828736
6928,,,,0.3677451586271743
6948,,,,0.38295552442943653
6979,1.7908629179000854,9.21288776397705,-1.9057846069335938,0.37010816900292176
6988,,,,0.35437392266595824
7011,,,,0.21474174332039334
7028,,,,0.20829332484095087
7057,1.5705963373184204,9.279925346374512,-1.8291701078414917,0.28491290696268634
7069,,,,0.327014121196183
7088,,,,0.27342335800657264
7108,,,,0.39198256149599325
7109,1.3120225667953491,9.241618156433105,-1.7908629179000854,
7141,,,,0.37410227290852116
7148,,,,0.23773347709654177
7170,,,,0.24665560238553938
7175,0.9481038451194763,9.241618156433105,-2.4899697303771973,
7188,,,,0.4399745136975112
7208,,,,0.6362473316548871
7232,,,,0.6517044864064033
7241,1.1204863786697388,8.973467826843262,-2.011129379272461,
7260,,,,0.6966576797606888
7269,,,,0.5998561488005647
7288,,,,0.36743675050952646
7307,1.1683704853057861,9.337387084960938,-1.7908629179000854,
7308,,,,0.39784952798958967
7339,,,,0.4212475101386044
7347,,,,0.47992022146902336
7368,,,,0.1652571856307798
7373,1.3311761617660522,9.481039047241211,-2.0877439975738525,
7388,,,,0.6892482896353967
7407,,,,0.9959082037953149
7428,,,,0.7987149258645209
7439,1.647210717201233,8.877699851989746,-2.3080103397369385,
7456,,,,0.6058608969417815
7477,,,,0.599039708013871
7488,,,,0.5436738465135396
7505,1.4460978507995605,9.02135181427002,-2.3558945655822754,
7507,,,,0.5196265800035437
7529,,,,0.29666592112101053
7547,,,,0.2159403989020388
7580,1.436521053314209,9.366117477416992,-2.0685901641845703,0.1737571528561032
7589,,,,0.3078159719358494
7610,,,,0.45695142782505604
7630,,,,0.49949513218582176
7637,1.37906014919281,9.117119789123535,-1.8770540952682495,
7648,,,,0.4387697289044232
7669,,,,0.366858964403882
7688,,,,0.4068395847957365
7703,1.5131354331970215,9.059659004211426,-2.2697031497955322,
7710,,,,0.3875043768789382
7737,,,,0.3570322299668367
7754,,,,0.22987518006183402
7767,,,,0.19949812093545344
7769,1.522712230682373,9.318233489990234,-2.1164743900299072,
7788,,,,0.3612107163489741
7817,,,,0.4324083362310398
7828,,,,0.4333551454862045
7835,1.5322890281677246,9.117119789123535,-2.183511972427368,
7848,,,,0.31605444293683954
7872,,,,0.2837298263822983
7888,,,,0.4081277367002089
7914,,,-2.145204782485962,
7915,1.292868971824646,9.155426979064941,,0.4811322043284111
7937,,,,0.3822697470337681
7948,,,,0.3882887787731813
7968,1.3694833517074585,9.251194953918457,-1.8579005002975464,
7969,,,,0.3637242231379207
7988,,,,0.3168018364194423
8008,,,,0.3567068942986783
8028,,,,0.38928569075633085
8033,1.455674648284912,9.117119789123535,-1.9249382019042969,
8047,,,,0.36641638524204667
8068,,,,0.3388805441738806
8088,,,,0.3042300164321588
8103,1.4077905416488647,9.21288776397705,-1.9728221893310547,
8109,,,,0.3001158897752173
8127,,,,0.3262102024607736
8151,,,,0.3323834290556458
8165,,,-1.9632453918457031,
8166,1.4460978507995605,,,
8167,,9.174580574035645,,
8169,,,,0.35982812427645156
8188,,,,0.40146724818054114
8208,,,,0.37140903130028735
8245,1.4460978507995605,9.232041358947754,-1.9823989868164062,0.3063931529559302
8248,,,,0.32429994003181833
8276,,,,0.2999795285829924
8288,,,,0.28514127822659846
8322,,,,0.2989720016881623
8323,1.4652514457702637,9.27034854888916,-1.8579005002975464,
8328,,,,0.3089041537038616
8348,,,,0.33600170054317613
8363,,,-2.011129379272461,
8364,1.4269442558288574,9.155426979064941,,
8368,,,,0.38666466614120737
8390,,,,0.37218899973992353
8409,,,,0.3361171973689319
8428,,,,0.35946608508632044
8429,1.4173674583435059,9.260771751403809,-1.8579005002975464,
8447,,,,0.2872778728945978
8479,,,,0.29754388896187206
8492,,,,0.34527004723212057
8495,,,-1.800439715385437,
8496,1.4939818382263184,9.260771751403809,,
8510,,,,0.30937655670082626
8528,,,,0.36187428617654077
8547,,,,0.408048974823666
8566,1.5705963373184204,9.117119789123535,-2.0877439975738525,
8568,,,,0.38497009266457316
8590,,,,0.38985905894338946
8608,,,,0.34094323507462626
8632,,,-2.0015525817871094,
8633,1.4269442558288574,9.241618156433105,,0.3123663974316243
8650,,,,0.31333221249346094
8668,,,,0.3486914171387565
8699,,,,0.36782627141511487
8700,1.599326729774475,9.126696586608887,-1.9345149993896484,
8718,,,,0.37714165830124907
8728,,,,0.29599414196774204
8748,,,,0.29421898151536485
8759,1.5514427423477173,9.2033109664917,-2.126051187515259,
8768,,,,0.3326873691815856
8787,,,,0.2807679548814904
8808,,,,0.3032855031709223
8833,,,-1.9536685943603516,
8834,1.4652514457702637,9.232041358947754,,0.31577487635232176
8848,,,,0.33890632161570133
8882,,,,0.34475489599915987
8890,,,,0.31749590692735347
8891,1.4939818382263184,9.193734169006348,-2.0207061767578125,
8908,,,,0.30027267263411084
8928,,,,0.36094259365830766
8948,,,,0.3737623932228562
8957,1.4269442558288574,9.165003776550293,-1.9153614044189453,
8969,,,,0.41858104172482513
8999,,,,0.4308295937393682
9008,,,,0.4470121506654599
9023,1.4269442558288574,9.08838939666748,-2.1356279850006104,
9027,,,,0.4037816731752083
9050,,,,0.302358800429677
9070,,,,0.3386580511701558
9087,,,,0.23178413795831124
9089,1.4173674583435059,9.337387084960938,-2.0398597717285156,
9107,,,,0.2573914702408593
9129,,,,0.3678290059251811
9147,,,,0.48157306082778245
9155,1.5418659448623657,9.030928611755371,-1.9536685943603516,
9178,,,,0.5152027829009177
9188,,,,0.35625960855743793
9208,,,,0.3883974266096639
9221,1.3694833517074585,,-2.298433542251587,
9222,,9.21288776397705,,
9228,,,,0.4194399885371802
9248,,,,0.3430517865157108
9268,,,,0.4245647234982709
9287,,,-2.011129379272461,
9288,1.2641384601593018,9.078812599182129,,0.5000266723671218
9325,,,,0.498946824136832
9327,,,,0.5623871372165515
9348,,,,0.6411410323540933
9353,,,-2.4899697303771973,
9354,1.3311761617660522,9.08838939666748,,
9368,,,,0.6391250915467592
9394,,,,0.685171018852337
9408,,,,0.6462863030926661
9419,1.2066776752471924,9.011775016784668,-2.212242364883423,
9427,,,,0.5547815162607771
9450,,,,0.526518281613816
9478,,,,0.5186797887327967
9485,1.2737152576446533,9.002198219299316,-2.250549554824829,
9488,,,,0.5649033437186596
9507,,,,0.5661257871595803
9528,,,,0.48969739403676865
9547,,,,0.48562009816291724
9551,,,-1.9728221893310547,
9552,1.2641384601593018,9.097966194152832,,
9592,,,,0.5507412348070109
9593,,,,0.8864404518902931
9607,,,,0.7351904055437369
9617,,,-2.451662540435791,
9618,1.4844050407409668,8.925583839416504,,
9628,,,,0.5891543268730702
9663,,,,0.6355323034865719
9668,,,,0.5354496784893528
9693,1.4173674583435059,9.059659004211426,-2.231395959854126,0.4275387181489341
9708,,,,0.7626290384137845
9727,,,,1.1279602310867205
9764,2.3080103397369385,8.762778282165527,-2.537853717803955,1.0419474541197393
9771,,,,0.7128664613573923
9788,,,,0.8917409698033391
9810,,,,1.1881471175734286
9821,,,-3.1890766620635986,
9822,2.6431987285614014,9.21288776397705,,
9829,,,,1.345207266950645
9849,,,,0.8924627250345932
9876,,,,0.5093039398709832
9892,1.5514427423477173,,-1.7717092037200928,
9893,,9.14585018157959,,0.5552149132296332
9907,,,,0.3443950972257386
9942,,,,0.7902610287812389
9954,1.742978811264038,8.437167167663574,-2.1930887699127197,1.0653856584802854
9969,,,,1.2612296653446677
9988,,,,1.1745078456221996
10007,,,,0.8759506374847829
10030,2.2409727573394775,8.9064302444458,-1.7717092037200928,0.66351347274009
10048,,,,0.4030187185781996
10071,,,,0.46972557908429086
10087,1.8483237028121948,9.624691009521484,-1.1683704853057861,0.649814247219257
10108,,,,0.376175785539529
10141,,,,0.752718251347144
10158,1.9728221893310547,9.605537414550781,-2.6431987285614014,0.9089391863532595
10168,,,,0.5421223527097374
10202,,,,0.672165785562455
10207,,,,1.09775350010904
10217,2.4899697303771973,9.797073364257812,-2.671929121017456,
10232,,,,1.136484652924538
10248,,,,0.7792006124829896
10276,,,,0.6031178765543342
10278,1.6855180263519287,10.35252857208252,-1.4269442558288574,
10288,,,,1.0678559116004667
10314,,,,1.8957269729569983
10330,,,,1.9391769412295419
10343,1.6280571222305298,10.84094524383545,-2.1547815799713135,
10355,,,,1.3960996297873656
10371,,,,1.750499654012045
10387,,,,1.616704601485112
10407,,,,1.6045102416199333
10408,,,-1.292868971824646,
10409,0.4118026793003082,8.695740699768066,,
10428,,,,2.0209975683847907
10447,,,,2.532646829880705
10468,,,,2.4077813366179703
10475,0.5171475410461426,8.944737434387207,-0.3256114423274994,
10490,,,,1.113469265236569
10508,,,,0.3492668434496917
10540,,,,0.600126037671448
10541,,,-1.6950948238372803,
10557,,,,0.8520920533073703
10567,,,,1.2485081353096288
10587,,,,1.3066524396741408
10607,1.3120225667953491,8.14028549194336,-1.455674648284912,1.471615532360762
10637,,,,1.6398495976169782
10649,,,,1.7623368424453465
10670,,,,1.9940142465386674
10673,1.5322890281677246,7.565677165985107,-2.1739351749420166,
10688,,,,2.0747847709716094
10708,,,,1.9106238793247219
10730,,,,1.6726488123037506
10739,1.3215993642807007,8.35097599029541,-2.298433542251587,
10748,,,,1.150246836252718
10767,,,,0.6465035058270933
10787,,,,0.7348826662466051
10804,,,-2.5761611461639404,
10805,1.4844050407409668,9.260771751403809,,
10807,,,,0.7378138924843664
10827,,,,0.7936610314677692
10847,,,,0.644774373756771
10867,,,,1.1103651436786224
10870,1.1971008777618408,10.400412559509277,-2.7485435009002686,
10887,,,,1.7410877674160556
10907,,,,2.0960645266275506
10927,,,,2.778749949617853
10936,,,-2.4803929328918457,
10937,1.5514427423477173,12.622231483459473,,
10947,,,,3.363263386004387
10967,,,,3.2657783143773287
10987,,,,1.1929457426819168
11003,1.8483237028121948,10.046070098876953,-1.0630255937576294,
11011,,,,1.7571963438340326
11028,,,,2.210113803298159
11052,,,,0.8112498716286674
11067,,,,1.6339734344517411
11069,2.298433542251587,7.843404769897461,-2.1356279850006104,
11087,,,,2.4324486060363744
11109,,,,2.869079796942843
11146,1.7908629179000854,9.557653427124023,0.047884032130241394,2.4340048943237647
11149,,,,1.5512446328561353
11178,,,,0.5941213149444631
11188,,,,0.450603391179498
11201,1.3503297567367554,8.858546257019043,-2.3080103397369385,
11211,,,,0.9607774554698966
11229,,,,2.6810679980842638
11247,,,,3.171615214115081
11282,0.5746083855628967,7.048529624938965,-1.6280571222305298,2.6499511534309588
11288,,,,3.3227964915644512
11311,,,,3.7342527999995125
11328,,,,3.000066597517224
11333,1.742978811264038,7.067683219909668,-0.9864110946655273,
11347,,,,2.098459668869659
11367,,,,1.1966888880636701
11388,,,,0.5048211833003491
11399,1.3311761617660522,9.864110946655273,-1.6184803247451782,
11428,,,,0.39093457352772537
11448,,,,0.560379242504227
11465,1.4173674583435059,9.66299819946289,-2.1068975925445557,
11468,,,,0.3274276339134395
11488,,,,1.1729297214863388
11524,,,,1.8912977802824102
11528,,,,1.8445708823561133
11531,1.50355863571167,11.15697956085205,-2.5091233253479004,
11557,,,,2.3158142465539493
11568,,,,2.3039995621508607
11591,,,,2.2621308842306487
11597,0.7948749661445618,11.348516464233398,-3.380612850189209,
11608,,,,2.2742392053866873
11628,,,,2.5644022696130824
11648,,,,2.8978836887731063
11663,,,0.2585737705230713,
11664,-0.5841852426528931,9.27034854888916,,
11671,,,,2.7852124052017726
11689,,,,2.2534420388239114
11708,,,,1.5316066715803518
11727,,,,0.7217939025771459
11729,0.9768342971801758,9.768342971801758,-1.1875240802764893,
11747,,,,0.25718346352729554
11772,,,,0.8539846427930322
11794,,,,1.3840595807414857
11796,1.4173674583435059,7.95832633972168,-1.4460978507995605,
11808,,,,2.0295291360181387
11828,,,,2.738265925866536
11848,,,,3.0639369473954168
11861,1.2545616626739502,6.473921298980713,-1.3024457693099976,
